gene,symbol,outcome,mr_b,mr_p,gwas_min_p,eqtl_F_max,nsnp,pp4,ok,note
ENSG00000000457,SCYL3,t2d,-0.01453573060144,0.797634069055974,0.0002453,24.4906,5029,0.00371373846131991,TRUE,""
ENSG00000000971,CFH,t2d,0.135354385516906,0.219503994929322,0.002636,12.7245,2829,0.00785149444195928,TRUE,""
ENSG00000001460,STPG1,t2d,0.0267257351924925,0.819764330638924,0.005098,10.75,2384,0.00436884480170999,TRUE,""
ENSG00000001461,NIPAL3,t2d,-0.0116431523825624,0.849721578471507,0.005098,27.4679,2338,0.00444515564763903,TRUE,""
ENSG00000004455,AK2,t2d,0.0809737547926482,0.465184169003017,0.0004059,14.2624,2416,0.00458097445025563,TRUE,""
ENSG00000004487,KDM1A,t2d,-0.0501470372022298,0.649436283726755,0.0006609,9.5573,2561,0.00620925541059431,TRUE,""
ENSG00000007341,ST7L,t2d,-0.000282359977941637,0.989770990975819,2e-07,63.3267,3216,0.000438385122222057,TRUE,""
ENSG00000007923,DNAJC11,t2d,0.829270338676671,0.0102162980181301,2.626e-06,5.1998,2786,0.102305289424254,TRUE,""
ENSG00000009790,TRAF3IP3,t2d,0.0412381990406537,0.265311770602781,7.866e-06,37.9842,4025,0.00515295286006536,TRUE,""
ENSG00000010072,SPRTN,t2d,-0.00429414453836212,0.952534901838573,0.0001878,20.3849,4241,0.00385071330796419,TRUE,""
ENSG00000010165,METTL13,t2d,-0.0232798968448238,0.544474508963011,1.024e-06,56.2067,4124,0.000885374513036585,TRUE,""
ENSG00000010803,SCMH1,t2d,-0.087810737189799,0.273412340113948,0.001053,18.6492,3610,0.00688089671215502,TRUE,""
ENSG00000011007,TCEB3,t2d,0.0329160137986378,0.234096147818447,0.003197,59.1265,2443,0.0067479893286897,TRUE,""
ENSG00000011021,CLCN6,t2d,-0.0376307999196521,0.435669009897557,0.000302,48.9053,2410,0.00833562953149678,TRUE,""
ENSG00000014914,MTMR11,t2d,-0.491316218894006,0.00108821730493428,9.493e-06,17.2695,1337,0.439640383497139,TRUE,""
ENSG00000023572,GLRX2,t2d,-0.246765995803008,0.395158649411462,0.0004362,10.1756,3408,0.00985396180028668,TRUE,""
ENSG00000023902,PLEKHO1,t2d,-0.100308887900398,0.451301649189636,9.493e-06,18.5847,1630,0.00506669281559612,TRUE,""
ENSG00000023909,GCLM,t2d,-0.128101841819968,0.321897528219502,0.0005015,14.476,3509,0.00795094094415648,TRUE,""
ENSG00000025800,KPNA6,t2d,0.148737919979213,0.483927304446146,0.0004059,13.3581,2133,0.00996091660859787,TRUE,""
ENSG00000026751,SLAMF7,t2d,-0.00334421455578779,0.96061430195002,0.001063,21.2905,2931,0.00388308481764804,TRUE,""
ENSG00000027869,SH2D2A,t2d,-0.792266971486082,0.0734450300566185,0.0001772,7.2028,3235,0.0336968929390069,TRUE,""
ENSG00000028137,TNFRSF1B,t2d,-0.0201153974787137,0.819443443126355,0.000302,18.4831,2114,0.0043947472203534,TRUE,""
ENSG00000033122,LRRC7,t2d,0.0685725902287985,0.0116273782174413,0.0007434,44.7475,3353,0.00955184282774907,TRUE,""
ENSG00000036549,ZZZ3,t2d,0.0578533326548318,0.557232907570128,0.004687,16.6021,3731,0.00499170093855124,TRUE,""
ENSG00000037637,FBXO42,t2d,-0.0971350407978667,0.514288986716092,1.768e-05,10.9266,2641,0.00346399869273475,TRUE,""
ENSG00000040487,PQLC2,t2d,0.18714456052533,0.0384741276674827,0.0001479,16.7821,4224,0.0343744516181265,TRUE,""
ENSG00000041988,THAP3,t2d,0.0544522845642258,0.604096542957154,2.626e-06,7.3579,2841,0.00314783924119332,TRUE,""
ENSG00000043514,TRIT1,t2d,0.0247232656232876,0.416926657643495,7.658e-14,47.0764,3047,4.23997510903592e-10,TRUE,""
ENSG00000047410,TPR,t2d,-0.0485742291510949,0.517231374479475,0.0007202,24.8733,3328,0.0058585719564363,TRUE,""
ENSG00000049239,H6PD,t2d,-0.0212772060800073,0.553453837615598,6.783e-05,48.6706,2025,0.00348596713419898,TRUE,""
ENSG00000049245,VAMP3,t2d,-0.006683845790122,0.90254345021781,0.001256,31.8996,3141,0.00467161209818379,TRUE,""
ENSG00000049247,UTS2,t2d,-0.0351107740560611,0.707343209539414,0.001508,51.1912,3088,0.0138979553721449,TRUE,""
ENSG00000052723,SIKE1,t2d,-0.116903128788061,0.605764292132078,1.834e-06,7.3085,3621,0.00336933897356221,TRUE,""
ENSG00000053372,MRTO4,t2d,0.194560728999735,0.00507557433168227,0.0001479,23.2871,4112,0.155711853252386,TRUE,""
ENSG00000054267,ARID4B,t2d,0.158546062306753,0.469870928673033,1.456e-05,9.6377,3323,0.00394190629281203,TRUE,""
ENSG00000054277,OPN3,t2d,0.0403533599271057,0.202730929104639,0.000949,42.2844,3798,0.0179901690501798,TRUE,""
ENSG00000054282,SDCCAG8,t2d,0.0128196430308458,0.572273832532262,0.002851,47.5294,2740,0.00598672256208838,TRUE,""
ENSG00000054523,KIF1B,t2d,-0.00645910322485028,0.851268623688206,6.783e-05,89.9543,2011,0.00763009084641467,TRUE,""
ENSG00000055732,MCOLN3,t2d,0.111868239778788,0.162910671655886,1.942e-05,19.0293,4211,0.00564312970027209,TRUE,""
ENSG00000057252,SOAT1,t2d,-0.185395757424733,0.00233860337168983,0.0001351,44.9667,4408,0.0049842840258526,TRUE,""
