"gene","symbol","outcome","scan_b","scan_se","scan_pval","scan_q","n_cis_iv","n_clump_index","n_harmonised","method","b","se","pval","ci_l","ci_u","direction_consistent","q_stage2","survive_nominal","survive_fdr","ok","note"
"ENSG00000004399","PLXND1","t2d",0.374216441396051,0.12014976044823,0.00184204915130004,0.0481294380814037,392,6,3,"mr_ivw_mre",0.336510923861176,0.0585002483149749,8.80378763903822e-09,0.221852544077176,0.451169303645177,TRUE,6.45055458920327e-08,TRUE,TRUE,TRUE,""
"ENSG00000004534","RBM6","t2d",-0.0577133415258059,0.0130795108273781,1.02183794615947e-05,0.00114423391993021,2931,35,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,"结局无匹配 / harmonise 无保留（proxies=FALSE）"
"ENSG00000005379","BZRAP1","t2d",0.431239915522591,0.132999226282668,0.00118517452977002,0.0352363064134448,1035,6,1,"Wald ratio (单工具退化)",0.431239915522591,0.132999226282668,0.00118517452977002,0.170566222036868,0.691913609008314,TRUE,0.00187725033739783,TRUE,TRUE,TRUE,""
"ENSG00000005801","ZNF195","t2d",-0.139415721783432,0.0403914707970691,0.000557246561917501,0.0208301322642722,340,5,2,"mr_ivw_mre",-0.126334476057331,0.032619354313025,0.000107507658794752,-0.190267235709811,-0.0624017164048506,TRUE,0.000270147450304762,TRUE,TRUE,TRUE,""
"ENSG00000011405","PIK3C2A","t2d",-0.0845616279236602,0.0266335835980032,0.00149836501265408,0.0412657823755273,1162,20,6,"mr_ivw_mre",-0.0264153986841424,0.0309268280412209,0.39303534486618,-0.0870308678009988,0.0342000704327141,TRUE,0.409760253158358,FALSE,FALSE,TRUE,""
"ENSG00000014914","MTMR11","t2d",-0.491316218894006,0.150402924151226,0.00108821730493428,0.0333994943340497,580,4,1,"Wald ratio (单工具退化)",-0.491316218894006,0.150402924151226,0.00108821730493428,-0.786100533399919,-0.196531904388093,TRUE,0.00177004640470638,TRUE,TRUE,TRUE,""
"ENSG00000029534","ANK1","t2d",0.454769988402351,0.0662856625162099,6.84953982367959e-12,7.75520120036611e-09,642,4,3,"mr_ivw_mre",0.449415886172474,0.0240693836401455,8.41594818293555e-78,0.402240761107712,0.496591011237237,TRUE,2.74920973975895e-76,TRUE,TRUE,TRUE,""
"ENSG00000033627","ATP6V0A1","t2d",0.997951198585809,0.198800304731474,5.1707119730832e-07,0.000107985378669456,212,4,1,"Wald ratio (单工具退化)",0.997951198585809,0.198800304731474,5.1707119730832e-07,0.608309761196533,1.38759263597509,TRUE,2.77660149787481e-06,TRUE,TRUE,TRUE,""
"ENSG00000047932","GOPC","t2d",1.16367568603947,0.294224818345207,7.65166693032588e-05,0.00516360834569674,45,2,1,"Wald ratio (单工具退化)",1.16367568603947,0.294224818345207,7.65166693032588e-05,0.587005638725025,1.74034573335391,TRUE,0.000202665772749172,TRUE,TRUE,TRUE,""
"ENSG00000050820","BCAR1","t2d",-0.822089171527314,0.114807560141939,8.03341208712611e-13,1.36434115279692e-09,598,2,1,"Wald ratio (单工具退化)",-0.822089171527314,0.114807560141939,8.03341208712611e-13,-1.04710785455843,-0.597070488496197,TRUE,9.26205158280422e-12,TRUE,TRUE,TRUE,""
"ENSG00000052749","RRP12","t2d",-0.133027967701296,0.0343425317211062,0.000107255567745996,0.00624906985660221,1675,24,6,"mr_ivw_mre",-0.0426206406994098,0.0328687993663934,0.194737900277278,-0.107042303672614,0.0218010222737941,TRUE,0.210876400300256,FALSE,FALSE,TRUE,""
"ENSG00000055147","FAM114A2","t2d",0.356292620555285,0.102959084266926,0.000539120536841346,0.0203468084089382,697,3,2,"mr_ivw_mre",0.363359904364429,0.0183341918527749,2.05332413341907e-87,0.327425548647343,0.399294260081516,TRUE,7.31730054818431e-86,TRUE,TRUE,TRUE,""
"ENSG00000055483","USP36","t2d",-0.0602550260867316,0.0185943244564523,0.00119317623411022,0.0352419299292264,738,25,3,"mr_ivw_mre",-0.0362132192503309,0.00450573070634108,9.195446015976e-16,-0.0450442891587957,-0.0273821493418662,TRUE,1.12644213695706e-14,TRUE,TRUE,TRUE,""
"ENSG00000056586","RC3H2","t2d",0.59959902527361,0.147442383264002,4.76903814203762e-05,0.00344656018917471,378,2,1,"Wald ratio (单工具退化)",0.59959902527361,0.147442383264002,4.76903814203762e-05,0.310617264281414,0.888580786265806,TRUE,0.000135468329831793,TRUE,TRUE,TRUE,""
"ENSG00000057294","PKP2","t2d",-0.255177501457679,0.0696675083344775,0.000249482380217794,0.0115618939481906,491,8,4,"mr_ivw_mre",-0.24133039278422,0.0389441927857153,5.76130708012695e-10,-0.317659608051206,-0.165001177517233,TRUE,5.07003068335053e-09,TRUE,TRUE,TRUE,""
"ENSG00000061794","MRPS35","t2d",0.428659987219101,0.0860567398583802,6.32133762789451e-07,0.000121536661185368,262,5,1,"Wald ratio (单工具退化)",0.428659987219101,0.0860567398583802,6.32133762789451e-07,0.259991876469744,0.597328097968459,TRUE,3.21813551965538e-06,TRUE,TRUE,TRUE,""
"ENSG00000062524","LTK","t2d",-1.16009182473327,0.267974427350667,1.49710477422081e-05,0.00148111627663205,20,2,1,"Wald ratio (单工具退化)",-1.16009182473327,0.267974427350667,1.49710477422081e-05,-1.68531205111832,-0.634871598348214,TRUE,5.19349620791647e-05,TRUE,TRUE,TRUE,""
"ENSG00000064651","SLC12A2","t2d",0.306423803388024,0.0822553572516525,0.000195102622214939,0.00969802790424501,529,5,4,"mr_ivw_mre",0.231606164790289,0.081769896063724,0.00461980508550124,0.0713401134858065,0.391872216094772,TRUE,0.00609752051689053,TRUE,TRUE,TRUE,""
"ENSG00000064995","TAF11","t2d",-0.696473563977414,0.210460858896602,0.000935367943739111,0.0303725222054051,200,3,1,"Wald ratio (单工具退化)",-0.696473563977414,0.210460858896602,0.000935367943739111,-1.10896926757012,-0.283977860384709,TRUE,0.00158044928424884,TRUE,TRUE,TRUE,""
"ENSG00000064999","ANKS1A","t2d",-0.540550528326217,0.131261791773288,3.81991970655781e-05,0.00286213101542824,983,5,4,"mr_ivw_mre",-0.455401086492398,0.131238375083504,0.000520400416262796,-0.712623575045624,-0.198178597939172,TRUE,0.00101491026455232,TRUE,TRUE,TRUE,""
"ENSG00000065559","MAP2K4","t2d",-0.331072811351872,0.106578233791356,0.00189391252849994,0.0491900023720257,146,3,1,"Wald ratio (单工具退化)",-0.331072811351872,0.106578233791356,0.00189391252849994,-0.539962311118819,-0.122183311584924,TRUE,0.0026480202057331,TRUE,TRUE,TRUE,""
"ENSG00000065665","SEC61A2","t2d",-0.113223622782446,0.025276221599751,7.48348965185439e-06,0.000918756139185497,744,15,4,"mr_ivw_mre",-0.0431580450371542,0.0645466721681688,0.503729517736085,-0.169667197808679,0.0833511077343704,TRUE,0.519636765664593,FALSE,FALSE,TRUE,""
"ENSG00000069248","NUP133","t2d",-0.167072968733533,0.0527598848632209,0.00154196956893995,0.0421251203954372,418,6,2,"mr_ivw_mre",-0.146589349932848,0.179491350996888,0.414103828908074,-0.498385933423186,0.205207233557491,TRUE,0.430580108572852,FALSE,FALSE,TRUE,""
"ENSG00000070081","NUCB2","t2d",-0.087328103962205,0.0262316357909285,0.000871227596709624,0.0292033197712864,818,6,1,"Wald ratio (单工具退化)",-0.087328103962205,0.0262316357909285,0.000871227596709624,-0.138741165367997,-0.0359150425564133,TRUE,0.00150449875731354,TRUE,TRUE,TRUE,""
"ENSG00000072110","ACTN1","t2d",0.39738383438838,0.107401036321184,0.000215599466954777,0.0105623008089864,477,3,2,"mr_ivw_mre",0.370465838806738,0.044172178725757,4.99302872063148e-17,0.283889959385588,0.457041718227888,TRUE,6.52422419495846e-16,TRUE,TRUE,TRUE,""
"ENSG00000072310","SREBF1","t2d",-0.142175820834761,0.0371491660890828,0.000129629998252166,0.00710177248489016,1598,16,4,"mr_ivw_mre",-0.206115357083657,0.0586497493816094,0.000440842587780289,-0.321066753573912,-0.0911639605934022,TRUE,0.00090005361671809,TRUE,TRUE,TRUE,""
"ENSG00000073614","KDM5A","t2d",-0.143784561181357,0.0424209109075434,0.000700269298877542,0.0247768894290353,700,17,1,"Wald ratio (单工具退化)",-0.158431147892955,0.0361490788150123,1.1720883618302e-05,-0.229282040444679,-0.0875802553412312,TRUE,4.37579655083275e-05,TRUE,TRUE,TRUE,""
"ENSG00000073711","PPP2R3A","t2d",0.390660621440028,0.1165360497855,0.000801510192366945,0.0273156818067531,845,2,1,"Wald ratio (单工具退化)",0.390660621440028,0.1165360497855,0.000801510192366945,0.162254160959881,0.619067081920174,TRUE,0.00141527925859389,TRUE,TRUE,TRUE,""
"ENSG00000073803","MAP3K13","t2d",-0.530408168770641,0.102342206961311,2.18705675941223e-07,5.57152709460266e-05,667,4,2,"mr_ivw_mre",-0.5186501510962,0.0602153513469312,7.10151523006781e-18,-0.63667007105261,-0.400630231139789,TRUE,9.94212132209493e-17,TRUE,TRUE,TRUE,""
"ENSG00000073849","ST6GAL1","t2d",0.205772364031345,0.0607649934052293,0.000708254658642105,0.024907019820435,636,12,3,"mr_ivw_mre",0.185476471016391,0.0451207168250374,3.94509137243081e-05,0.0970414910826873,0.273911450950095,TRUE,0.000115408643133797,TRUE,TRUE,TRUE,""
"ENSG00000074755","ZZEF1","t2d",0.692475174840923,0.102588914791248,1.47845155560356e-11,1.4185833180258e-08,777,4,1,"Wald ratio (单工具退化)",0.692475174840923,0.102588914791248,1.47845155560356e-11,0.491404596637029,0.893545753044817,TRUE,1.4860333584528e-10,TRUE,TRUE,TRUE,""
"ENSG00000075234","TTC38","t2d",-0.231434286671862,0.0511591581064115,6.07363888051616e-06,0.000756738798266259,730,10,3,"mr_ivw_mre",-0.20791868045492,0.0652496948481588,0.00144001460816141,-0.33580573235954,-0.0800316285503005,TRUE,0.00217109894768951,TRUE,TRUE,TRUE,""
"ENSG00000076201","PTPN23","t2d",-0.811836027267483,0.193871290093727,2.82044021003335e-05,0.0023177649790516,303,2,1,"Wald ratio (单工具退化)",-0.811836027267483,0.193871290093727,2.82044021003335e-05,-1.1918167734875,-0.43185528104746,TRUE,8.70561072703207e-05,TRUE,TRUE,TRUE,""
"ENSG00000079459","FDFT1","t2d",0.139993132620051,0.03564242333578,8.57582295124821e-05,0.00552360018639473,4509,27,6,"mr_ivw_mre",0.0523185891163924,0.0263895466788332,0.047417745288166,0.000596028057540797,0.104041150175244,TRUE,0.0563265337968518,TRUE,FALSE,TRUE,""
"ENSG00000081026","MAGI3","t2d",-1.04545835917333,0.270724754166097,0.000112599799796834,0.00643479280770354,231,3,2,"mr_ivw_mre",-1.01921284622031,0.0565185046094775,1.06806238551719e-72,-1.12998707971494,-0.908438612725671,TRUE,3.22061888555952e-71,TRUE,TRUE,TRUE,""
"ENSG00000081320","STK17B","t2d",0.20540646635456,0.0611688374070564,0.000785016005433455,0.0270247064032666,1039,8,3,"mr_ivw_mre",0.158840989937247,0.0475187995042905,0.000829681796271522,0.0657058543202575,0.251976125554236,TRUE,0.0014584540992755,TRUE,TRUE,TRUE,""
"ENSG00000085721","RRN3","t2d",0.216115413915693,0.0515569451498222,2.76773320376328e-05,0.00229294319889007,571,7,2,"mr_ivw_mre",0.20621936113431,0.0855754967154333,0.0159615082742796,0.0384944696129355,0.373944252655685,TRUE,0.0198096105255004,TRUE,TRUE,TRUE,""
"ENSG00000086544","ITPKC","t2d",0.694950809646091,0.19340612155245,0.000326616170917991,0.0142842007796323,200,2,1,"Wald ratio (单工具退化)",0.694950809646091,0.19340612155245,0.000326616170917991,0.315881777013714,1.07401984227847,TRUE,0.000699636825135806,TRUE,TRUE,TRUE,""
"ENSG00000086619","ERO1LB","t2d",0.198281353225504,0.0529196854892392,0.000179079478826866,0.00903376182794935,687,4,2,"mr_ivw_mre",0.202986598663706,0.0407081537639629,6.15189381357098e-07,0.12320008340922,0.282773113918192,TRUE,3.17308207226293e-06,TRUE,TRUE,TRUE,""
"ENSG00000087274","ADD1","t2d",-0.293831004602724,0.0875455390425925,0.000789865932448224,0.0271001139786108,587,5,1,"Wald ratio (单工具退化)",-0.293831004602724,0.0875455390425925,0.000789865932448224,-0.465417108133351,-0.122244901072098,TRUE,0.00140739747963502,TRUE,TRUE,TRUE,""
"ENSG00000087448","KLHL42","t2d",0.344053411258327,0.0510094316237762,1.53134607441451e-11,1.4185833180258e-08,438,5,3,"mr_ivw_mre",0.287636486820605,0.106601771178082,0.00697084941549808,0.0787008546233845,0.496572119017825,TRUE,0.0089839478853145,TRUE,TRUE,TRUE,""
"ENSG00000090975","PITPNM2","t2d",-1.15041835870418,0.259771887449332,9.48593039226868e-06,0.00112397244996765,335,2,1,"Wald ratio (单工具退化)",-1.15041835870418,0.259771887449332,9.48593039226868e-06,-1.65956190230087,-0.641274815107502,TRUE,3.71848471376932e-05,TRUE,TRUE,TRUE,""
"ENSG00000091140","DLD","t2d",-0.683695027116308,0.195341436318945,0.00046525815807105,0.0181646767461456,177,2,1,"Wald ratio (单工具退化)",-0.683695027116308,0.195341436318945,0.00046525815807105,-1.06655720698976,-0.300832847242851,TRUE,0.000935288194686418,TRUE,TRUE,TRUE,""
"ENSG00000095485","CWF19L1","t2d",-0.0796943702644714,0.0221215689702092,0.000315093663539702,0.0138396742735757,2049,20,6,"mr_ivw_mre",-0.043789150915646,0.0440969938822135,0.320700715781041,-0.130217670751268,0.0426393689199757,TRUE,0.340690191290428,FALSE,FALSE,TRUE,""
"ENSG00000095637","SORBS1","t2d",0.642257430322655,0.183208049034347,0.000455548558239337,0.0178539992633032,285,3,2,"mr_ivw_mre",0.51186117848276,0.212423678712645,0.0159689717501483,0.0955184187424686,0.928203938223052,TRUE,0.0198096105255004,TRUE,TRUE,TRUE,""
"ENSG00000100347","SAMM50","t2d",-0.184209730419702,0.0337226051111582,4.69475533761661e-08,1.64963989276942e-05,841,16,3,"mr_ivw_mre",-0.0731640531860514,0.156969666839568,0.641141682255607,-0.380818946856855,0.234490840484752,TRUE,0.656207674789029,FALSE,FALSE,TRUE,""
"ENSG00000100401","RANGAP1","t2d",-0.357815743193983,0.106669598914433,0.000795285628327609,0.0271944984988535,429,3,1,"Wald ratio (单工具退化)",-0.357815743193983,0.106669598914433,0.000795285628327609,-0.566884315311603,-0.148747171076362,TRUE,0.00141064238146798,TRUE,TRUE,TRUE,""
"ENSG00000100416","TRMU","t2d",0.795466788643983,0.248447161384696,0.0013659340957895,0.0390979450452107,313,2,1,"Wald ratio (单工具退化)",0.795466788643983,0.248447161384696,0.0013659340957895,0.308519300268769,1.2824142770192,TRUE,0.00208344811497854,TRUE,TRUE,TRUE,""
"ENSG00000101057","MYBL2","t2d",-0.273970034812073,0.0589417604774978,3.34928334461059e-06,0.0004806929194589,398,5,2,"mr_ivw_mre",-0.254761374168853,0.106733780153067,0.0169917555968392,-0.463955739202681,-0.0455670091350253,TRUE,0.0210118870471955,TRUE,TRUE,TRUE,""
"ENSG00000101421","CHMP4B","t2d",-0.155598549364963,0.030276565024217,2.75851145191653e-07,6.69267421310224e-05,1382,19,2,"mr_ivw_mre",-0.232735289493942,0.14512818010781,0.108790488179784,-0.517181295647092,0.0517107166592089,TRUE,0.121845346761358,FALSE,FALSE,TRUE,""
"ENSG00000101557","USP14","t2d",0.226263189943132,0.0620844118746398,0.000267970009028054,0.0123000648288102,547,6,1,"Wald ratio (单工具退化)",0.226263189943132,0.0620844118746398,0.000267970009028054,0.104579978667487,0.347946401218777,TRUE,0.000600252820222841,TRUE,TRUE,TRUE,""
"ENSG00000103091","WDR59","t2d",0.310270025663653,0.0878542366574502,0.000412982483684756,0.0169507724165622,348,6,3,"mr_ivw_mre",0.272135574952871,0.149448035064763,0.0686163136502347,-0.0207771913343434,0.565048341240085,TRUE,0.079343937908236,FALSE,FALSE,TRUE,""
"ENSG00000103479","RBL2","t2d",0.0611279343672316,0.0138369822779693,9.97468211862679e-06,0.00114204506504278,1256,27,6,"mr_ivw_mre",-0.0363269088001825,0.113363859329175,0.748630837576633,-0.25851599023383,0.185862172633465,FALSE,0.75634868126299,FALSE,FALSE,TRUE,""
"ENSG00000103512","NOMO1","t2d",0.148139715132951,0.0471754449976956,0.00168840070643117,0.0446332294427213,223,5,2,"mr_ivw_mre",0.129626692263428,0.0550773375895453,0.0185956296108575,0.0216770942235648,0.23757629030329,TRUE,0.0228117451299522,TRUE,TRUE,TRUE,""
"ENSG00000103540","CCP110","t2d",-0.349221910079262,0.100298720910493,0.00049802171916127,0.0190783508205013,583,5,2,"mr_ivw_mre",-0.321572131524461,0.0766673978767927,2.73620037965579e-05,-0.471837470151377,-0.171306792897545,TRUE,8.51262340337355e-05,TRUE,TRUE,TRUE,""
"ENSG00000103657","HERC1","t2d",0.326095467815453,0.0871004181135739,0.000181184028478824,0.00909490271034097,743,6,4,"mr_ivw_mre",0.169304383896557,0.235193987578005,0.471617377029662,-0.291667361136693,0.630276128929808,TRUE,0.48908468729002,FALSE,FALSE,TRUE,""
"ENSG00000103932","RPAP1","t2d",-0.131017246659959,0.0304422426062847,1.67895158434147e-05,0.00158221157726194,1860,15,1,"Wald ratio (单工具退化)",-0.133648583460361,0.03087204120868,1.49710477422082e-05,-0.194156672358611,-0.0731404945621123,TRUE,5.19349620791647e-05,TRUE,TRUE,TRUE,""
"ENSG00000105612","DNASE2","t2d",-0.110398928891755,0.0305506469889135,0.000301932443251694,0.0134942613891876,1281,17,3,"mr_ivw_mre",-0.0247276840299825,0.111211139476933,0.824042221498359,-0.242697512084433,0.193242144024468,TRUE,0.830397302898089,FALSE,FALSE,TRUE,""
"ENSG00000105726","ATP13A1","t2d",0.382689460921946,0.0552635160723331,4.36554789326725e-12,6.35499043319904e-09,1268,14,4,"mr_ivw_mre",0.330366064346814,0.0676320003400197,1.03555111602855e-06,0.197809779477975,0.462922349215654,TRUE,5.01155601831098e-06,TRUE,TRUE,TRUE,""
"ENSG00000106012","IQCE","t2d",0.463344585260387,0.145444488646758,0.00144397123809423,0.0405744002318263,200,5,2,"mr_ivw_mre",0.36149031551884,0.212675312045549,0.0891819826027748,-0.0553456364912523,0.778326267528933,TRUE,0.100747369395642,FALSE,FALSE,TRUE,""
"ENSG00000106392","C1GALT1","t2d",0.158569288266263,0.0507077940797263,0.00176528672956377,0.0463615251913784,1256,21,6,"mr_ivw_mre",0.0541227820469731,0.0202521850186548,0.00753014768938273,0.0144292288021681,0.0938163352917781,TRUE,0.00961504200077535,TRUE,TRUE,TRUE,""
"ENSG00000107679","PLEKHA1","t2d",0.122007716535233,0.0305987606548679,6.68177377129945e-05,0.0045696157536605,1004,14,3,"mr_ivw_mre",0.153522582317204,0.033979252680358,6.23890322521406e-06,0.0869244708421164,0.220120693792292,TRUE,2.54755215029574e-05,TRUE,TRUE,TRUE,""
"ENSG00000107864","CPEB3","t2d",0.568862678541491,0.123665799682933,4.22490940500571e-06,0.000574024357826775,443,3,1,"Wald ratio (单工具退化)",0.568862678541491,0.123665799682933,4.22490940500571e-06,0.326482165043598,0.811243192039383,TRUE,1.76187711357685e-05,TRUE,TRUE,TRUE,""
"ENSG00000108262","GIT1","t2d",0.105373674968557,0.0305323015809952,0.00055805948068168,0.0208301322642722,1925,16,3,"mr_ivw_mre",0.0929845885142927,0.0368581151295877,0.0116434155732056,0.0207440103222699,0.165225166706315,TRUE,0.0146759450311788,TRUE,TRUE,TRUE,""
"ENSG00000108375","RNF43","t2d",0.66076747893043,0.203788100978544,0.00118517452977002,0.0352363064134448,405,3,1,"Wald ratio (单工具退化)",0.66076747893043,0.203788100978544,0.00118517452977002,0.261350140534672,1.06018481732619,TRUE,0.00187725033739783,TRUE,TRUE,TRUE,""
"ENSG00000108384","RAD51C","t2d",-0.157716861340281,0.0342862742044088,4.22490940500571e-06,0.000574024357826775,2707,25,8,"mr_ivw_mre",0.0422776249743252,0.0247826307348319,0.0880196728417695,-0.00629543870810075,0.0908506886567511,FALSE,0.0997217102716001,FALSE,FALSE,TRUE,""
"ENSG00000108395","TRIM37","t2d",0.136413287701448,0.029655062543793,4.22490940500571e-06,0.000574024357826775,2433,31,2,"mr_ivw_mre",-0.0627187982644836,0.135522262432888,0.643512517191295,-0.328337551736329,0.202899955207362,FALSE,0.656919027966114,FALSE,FALSE,TRUE,""
"ENSG00000108551","RASD1","t2d",-0.266958450046685,0.0747899159663866,0.000357739069354137,0.0154464454098248,850,5,2,"mr_ivw_mre",-0.292241150158,0.0843032539031771,0.000527190528345078,-0.457472491587763,-0.127009808728237,TRUE,0.00102306280748154,TRUE,TRUE,TRUE,""
"ENSG00000108604","SMARCD2","t2d",-0.181103925853833,0.0397879837103119,5.32080722726778e-06,0.000713408232182351,756,9,2,"mr_ivw_mre",-0.224255166364925,0.0802302530846105,0.00518764905589664,-0.381503572881296,-0.0670067598485553,TRUE,0.00677852809970494,TRUE,TRUE,TRUE,""
"ENSG00000108771","DHX58","t2d",-0.13225836830039,0.0360075138828286,0.000239647303316175,0.0114112430878123,809,8,2,"mr_ivw_mre",-0.149227817752607,0.0525676035584895,0.00452864864442677,-0.252258427480826,-0.0461972080243886,TRUE,0.00604258627185976,TRUE,TRUE,TRUE,""
"ENSG00000108773","KAT2A","t2d",-0.346957880081638,0.110503708382166,0.00169071899557315,0.0446332294427213,92,2,1,"Wald ratio (单工具退化)",-0.346957880081638,0.110503708382166,0.00169071899557315,-0.5635411686688,-0.130374591494477,TRUE,0.00241883885498057,TRUE,TRUE,TRUE,""
"ENSG00000108774","RAB5C","t2d",0.422798415045195,0.131505861535796,0.00130420093167142,0.0378626994123411,80,2,1,"Wald ratio (单工具退化)",0.422798415045195,0.131505861535796,0.00130420093167142,0.165051662679123,0.680545167411267,TRUE,0.0020207382024316,TRUE,TRUE,TRUE,""
"ENSG00000108788","MLX","t2d",0.488673903476598,0.0909652720757303,7.78279386881361e-08,2.47833342260033e-05,459,3,1,"Wald ratio (单工具退化)",0.488673903476598,0.0909652720757303,7.78279386881361e-08,0.310385246364279,0.666962560588916,TRUE,5.00140196159825e-07,TRUE,TRUE,TRUE,""
"ENSG00000109501","WFS1","t2d",0.300402078012175,0.0939241639262874,0.00138217803539942,0.0394520845398323,313,4,2,"mr_ivw_mre",0.706419800363161,0.501522326226167,0.15896796103626,-0.276545896482873,1.6893854972092,TRUE,0.17358061483625,FALSE,FALSE,TRUE,""
"ENSG00000109618","SEPSECS","t2d",0.570272379587604,0.181384344652546,0.00166655439722319,0.0444559929521055,166,3,2,"mr_ivw_mre",0.576590975176115,0.0159523459185009,4.52502632160531e-286,0.545324951706929,0.607856998645301,TRUE,1.77381031806928e-284,TRUE,TRUE,TRUE,""
"ENSG00000109670","FBXW7","t2d",-0.770102372650013,0.144289333437693,9.43880609044675e-08,2.74804097319007e-05,434,4,1,"Wald ratio (单工具退化)",-0.770102372650013,0.144289333437693,9.43880609044675e-08,-1.05290426954118,-0.487300475758844,TRUE,5.78126873039864e-07,TRUE,TRUE,TRUE,""
"ENSG00000109920","FNBP4","t2d",0.319389295731182,0.0843272067937113,0.000152170685025133,0.00803429678966896,968,3,1,"Wald ratio (单工具退化)",0.319389295731182,0.0843272067937113,0.000152170685025133,0.154111007498646,0.484667583963717,TRUE,0.000365956494048173,TRUE,TRUE,TRUE,""
"ENSG00000110931","CAMKK2","t2d",-0.125785519607476,0.0358798039536078,0.000455327588685601,0.0178539992633032,2302,25,7,"mr_ivw_mre",-0.131490511250504,0.0536599202609789,0.0142681029200918,-0.236662022375314,-0.0263190001256939,TRUE,0.0179265908483204,TRUE,TRUE,TRUE,""
"ENSG00000111642","CHD4","t2d",-0.623696522042661,0.137291687242095,5.54968624320915e-06,0.000719894318569153,245,5,3,"mr_ivw_mre",-0.583297096214394,0.0563651817023378,4.24934976942288e-25,-0.693770822333032,-0.472823370095756,TRUE,7.57156868006259e-24,TRUE,TRUE,TRUE,""
"ENSG00000111879","FAM184A","t2d",0.643006225173843,0.168303642830738,0.000133174482044184,0.00718014800015996,164,3,2,"mr_ivw_mre",0.652171102661488,0.0410724233530572,8.9197150176145e-57,0.571670632131714,0.732671573191262,TRUE,2.18533017931555e-55,TRUE,TRUE,TRUE,""
"ENSG00000112282","MED23","t2d",-0.32684334125419,0.0651205898134534,5.19282777130817e-07,0.000107985378669456,655,5,2,"mr_ivw_mre",-0.318602105507891,0.100863515542904,0.00158450171662538,-0.516290963326079,-0.120913247689703,TRUE,0.0023090136539671,TRUE,TRUE,TRUE,""
"ENSG00000112425","EPM2A","t2d",-0.145220492152861,0.0442468687028249,0.00103054861112532,0.0320161291078263,2045,10,3,"mr_ivw_mre",-0.132947408601082,0.0698764321825811,0.0570918084568504,-0.269902699047096,0.00400788184493289,TRUE,0.0666071098663255,FALSE,FALSE,TRUE,""
